Gene stable ID	Gene stable ID version	Gene description	Gene name
ENSG00000276086	ENSG00000276086.1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]	KIR3DL3
ENSG00000275946	ENSG00000275946.5	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5B [Source:HGNC Symbol;Acc:HGNC:16346]	KIR2DL5B
ENSG00000278369	ENSG00000278369.1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	KIR2DL3
ENSG00000274406	ENSG00000274406.1	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	KIR2DS4
ENSG00000274189	ENSG00000274189.4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]	KIR2DL4
ENSG00000277725	ENSG00000277725.5	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6330]	KIR2DL2
ENSG00000275276	ENSG00000275276.1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6329]	KIR2DL1
ENSG00000274722	ENSG00000274722.4	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	KIR3DL2
ENSG00000278051	ENSG00000278051.1	killer cell immunoglobulin like receptor, three Ig domains pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16343]	KIR3DP1
ENSG00000278850	ENSG00000278850.4	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	KIR3DL2
ENSG00000276197	ENSG00000276197.1		
ENSG00000274917	ENSG00000274917.1	RNA, 5.8S ribosomal N5 [Source:HGNC Symbol;Acc:HGNC:53533]	RNA5-8SN5
ENSG00000273730	ENSG00000273730.1	5.8S ribosomal RNA [Source:RFAM;Acc:RF00002]	5_8S_rRNA
ENSG00000273937	ENSG00000273937.1		
ENSG00000276501	ENSG00000276501.5	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	KIR3DL1
ENSG00000276329	ENSG00000276329.5	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	KIR3DL1
ENSG00000274707	ENSG00000274707.5	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5B [Source:HGNC Symbol;Acc:HGNC:16346]	KIR2DL5B
ENSG00000275521	ENSG00000275521.4	natural cytotoxicity triggering receptor 1 [Source:HGNC Symbol;Acc:HGNC:6731]	NCR1
ENSG00000275288	ENSG00000275288.6	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	KIR3DL1
ENSG00000274120	ENSG00000274120.4	leukocyte immunoglobulin-like receptor pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:15497]	LILRP2
ENSG00000282534	ENSG00000282534.1	inosine monophosphate dehydrogenase 1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:33960]	IMPDH1P5
ENSG00000278710	ENSG00000278710.4	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	KIR3DL2
ENSG00000274429	ENSG00000274429.2	discs large MAGUK scaffold protein 5 [Source:HGNC Symbol;Acc:HGNC:2904]	DLG5
ENSG00000276425	ENSG00000276425.1	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6334]	KIR2DS2
ENSG00000275421	ENSG00000275421.1	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6333]	KIR2DS1
ENSG00000273603	ENSG00000273603.1	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6333]	KIR2DS1
ENSG00000275172	ENSG00000275172.1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]	KIR3DL3
ENSG00000276035	ENSG00000276035.1	killer cell immunoglobulin like receptor, three Ig domains pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16343]	KIR3DP1
ENSG00000274830	ENSG00000274830.5	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	KIR2DL3
ENSG00000275596	ENSG00000275596.1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A [Source:HGNC Symbol;Acc:HGNC:16345]	KIR2DL5A
ENSG00000280271	ENSG00000280271.1	novel transcript	
ENSG00000276001	ENSG00000276001.1	leukocyte immunoglobulin-like receptor pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:15496]	LILRP1
ENSG00000277964	ENSG00000277964.1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]	KIR2DL4
ENSG00000279566	ENSG00000279566.1	zinc finger protein 43 [Source:HGNC Symbol;Acc:HGNC:13109]	ZNF43
ENSG00000273922	ENSG00000273922.4	leukocyte immunoglobulin-like receptor pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:15497]	LILRP2
ENSG00000279614	ENSG00000279614.1	metadherin (MTDH) pseudogene	
ENSG00000281763	ENSG00000281763.2	DEAH-box helicase 36 [Source:HGNC Symbol;Acc:HGNC:14410]	DHX36
ENSG00000276004	ENSG00000276004.4	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	KIR3DL2
ENSG00000274746	ENSG00000274746.4	zinc finger protein 100 [Source:HGNC Symbol;Acc:HGNC:12880]	ZNF100
ENSG00000275608	ENSG00000275608.5	killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6340]	KIR3DS1
ENSG00000274009	ENSG00000274009.1	killer cell immunoglobulin-like receptor family pseudogene	
ENSG00000274942	ENSG00000274942.1	killer cell immunoglobulin like receptor, two Ig domains pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16344]	KIR2DP1
ENSG00000273518	ENSG00000273518.5	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	KIR3DL1
ENSG00000278474	ENSG00000278474.4	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	KIR3DL2
ENSG00000279280	ENSG00000279280.1	cyclin Y like 6 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:54657]	CCNYL6
ENSG00000276999	ENSG00000276999.1	novel zinc finger protein pseudogene	
ENSG00000279112	ENSG00000279112.1	BRI3 binding protein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51482]	BRI3BPP1
ENSG00000280218	ENSG00000280218.1	vomeronasal 1 receptor 84 pseudogene [Source:HGNC Symbol;Acc:HGNC:37404]	VN1R84P
ENSG00000275051	ENSG00000275051.2	piwi like RNA-mediated gene silencing 1 [Source:HGNC Symbol;Acc:HGNC:9007]	PIWIL1
ENSG00000280066	ENSG00000280066.1	metadherin pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:52360]	MTDHP4
ENSG00000274106	ENSG00000274106.1	novel zinc finger pseudogene	
ENSG00000277976	ENSG00000277976.1	keratin 18 pseudogene 40 [Source:HGNC Symbol;Acc:HGNC:33409]	KRT18P40
ENSG00000279974	ENSG00000279974.1	novel transcript	
ENSG00000278780	ENSG00000278780.4	zinc finger protein 430 [Source:HGNC Symbol;Acc:HGNC:20808]	ZNF430
ENSG00000273517	ENSG00000273517.1	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6333]	KIR2DS1
ENSG00000276985	ENSG00000276985.4	Fc alpha receptor [Source:HGNC Symbol;Acc:HGNC:3608]	FCAR
ENSG00000277193	ENSG00000277193.1	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6335]	KIR2DS3
ENSG00000274449	ENSG00000274449.1	novel transcript	
ENSG00000276392	ENSG00000276392.1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A [Source:HGNC Symbol;Acc:HGNC:16345]	KIR2DL5A
ENSG00000279318	ENSG00000279318.1	TEC	
ENSG00000278755	ENSG00000278755.1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6329]	KIR2DL1
ENSG00000277101	ENSG00000277101.4	Rho guanine nucleotide exchange factor 26 [Source:HGNC Symbol;Acc:HGNC:24490]	ARHGEF26
ENSG00000276099	ENSG00000276099.1	leukocyte immunoglobulin-like receptor pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:15496]	LILRP1
ENSG00000273578	ENSG00000273578.1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6330]	KIR2DL2
ENSG00000278091	ENSG00000278091.4	zinc finger protein 85 [Source:HGNC Symbol;Acc:HGNC:13160]	ZNF85
ENSG00000273502	ENSG00000273502.4	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]	KIR3DL3
ENSG00000273887	ENSG00000273887.1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	KIR2DL3
ENSG00000276498	ENSG00000276498.5	killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6340]	KIR3DS1
ENSG00000276450	ENSG00000276450.1	natural cytotoxicity triggering receptor 1 [Source:HGNC Symbol;Acc:HGNC:6731]	NCR1
ENSG00000274480	ENSG00000274480.1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]	KIR3DL3
ENSG00000275112	ENSG00000275112.1	leukocyte immunoglobulin-like receptor pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:15496]	LILRP1
ENSG00000274518	ENSG00000274518.1	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6334]	KIR2DS2
ENSG00000275970	ENSG00000275970.4	Fc alpha receptor [Source:HGNC Symbol;Acc:HGNC:3608]	FCAR
ENSG00000276013	ENSG00000276013.1	novel killer cell immunoglobulin-like receptor protein pseudogene	
ENSG00000276806	ENSG00000276806.1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]	KIR3DL3
ENSG00000274945	ENSG00000274945.4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]	KIR2DL4
ENSG00000274724	ENSG00000274724.1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]	KIR3DL3
ENSG00000276218	ENSG00000276218.5	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	KIR2DL3
ENSG00000277362	ENSG00000277362.1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]	KIR2DL4
ENSG00000276590	ENSG00000276590.5	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	KIR2DL3
ENSG00000267728	ENSG00000267728.3	keratin associated protein 9-9 [Source:HGNC Symbol;Acc:HGNC:16773]	KRTAP9-9
ENSG00000275750	ENSG00000275750.1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6329]	KIR2DL1
ENSG00000263090	ENSG00000263090.5	keratin associated protein 9-2 [Source:HGNC Symbol;Acc:HGNC:16926]	KRTAP9-2
ENSG00000262512	ENSG00000262512.2	keratin associated protein 9-4 [Source:HGNC Symbol;Acc:HGNC:18902]	KRTAP9-4
ENSG00000262749	ENSG00000262749.2	keratin associated protein 9-3 [Source:HGNC Symbol;Acc:HGNC:16927]	KRTAP9-3
ENSG00000263103	ENSG00000263103.1	keratin associated protein 9-10, pseudogene [Source:HGNC Symbol;Acc:HGNC:34210]	KRTAP9-10P
ENSG00000273522	ENSG00000273522.1	killer cell immunoglobulin like receptor, two Ig domains pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16344]	KIR2DP1
ENSG00000267635	ENSG00000267635.1	novel keratin associated protein 9 family member	
ENSG00000267208	ENSG00000267208.1	novel keratin associated protein 9 family pseudogene	
ENSG00000278726	ENSG00000278726.4	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	KIR3DL2
ENSG00000262218	ENSG00000262218.1	keratin associated like protein 29-1 [Source:HGNC Symbol;Acc:HGNC:34211]	KRTAP29-1
ENSG00000278329	ENSG00000278329.1	killer cell immunoglobulin like receptor, two Ig domains pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16344]	KIR2DP1
ENSG00000274108	ENSG00000274108.5	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	KIR2DL3
ENSG00000275452	ENSG00000275452.2	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6334]	KIR2DS2
ENSG00000275321	ENSG00000275321.1	novel zinc finger pseudogene	
ENSG00000278339	ENSG00000278339.1	killer cell immunoglobulin like receptor, two Ig domains pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16344]	KIR2DP1
ENSG00000280428	ENSG00000280428.1	BCL2 interacting protein 3 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:49704]	BNIP3P24
ENSG00000277356	ENSG00000277356.1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6329]	KIR2DL1
ENSG00000280030	ENSG00000280030.1	novel transcript	
ENSG00000275050	ENSG00000275050.4	zinc finger protein 66 [Source:HGNC Symbol;Acc:HGNC:13135]	ZNF66
ENSG00000278079	ENSG00000278079.6	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]	KIR3DL1
ENSG00000276247	ENSG00000276247.4	leukocyte immunoglobulin-like receptor pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:15497]	LILRP2
ENSG00000277596	ENSG00000277596.1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]	KIR3DL3
ENSG00000275815	ENSG00000275815.1	killer cell immunoglobulin like receptor, two Ig domains pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16344]	KIR2DP1
ENSG00000281157	ENSG00000281157.2	ARHGEF26 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41048]	ARHGEF26-AS1
ENSG00000278327	ENSG00000278327.5	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	KIR2DL3
ENSG00000275059	ENSG00000275059.1	novel killer cell immunoglobulin-like receptor protein pseudogene	
ENSG00000274610	ENSG00000274610.1	killer cell immunoglobulin like receptor, three Ig domains pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16343]	KIR3DP1
ENSG00000274243	ENSG00000274243.5	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5 [Source:HGNC Symbol;Acc:HGNC:6337]	KIR2DS5
ENSG00000277551	ENSG00000277551.1	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	U6
ENSG00000273755	ENSG00000273755.5	leukocyte immunoglobulin-like receptor pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:15497]	LILRP2
ENSG00000274563	ENSG00000274563.1	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5 [Source:HGNC Symbol;Acc:HGNC:6337]	KIR2DS5
ENSG00000278414	ENSG00000278414.5	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5B [Source:HGNC Symbol;Acc:HGNC:16346]	KIR2DL5B
ENSG00000277963	ENSG00000277963.4	leukocyte immunoglobulin-like receptor pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:15497]	LILRP2
ENSG00000290329	ENSG00000290329.1	novel transcript	
ENSG00000281020	ENSG00000281020.2	syntrophin gamma 2 [Source:HGNC Symbol;Acc:HGNC:13741]	SNTG2
ENSG00000275136	ENSG00000275136.4	Fc alpha receptor [Source:HGNC Symbol;Acc:HGNC:3608]	FCAR
ENSG00000277176	ENSG00000277176.5	killer cell immunoglobulin like receptor, three Ig domains pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16343]	KIR3DP1
ENSG00000276552	ENSG00000276552.1	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	U6
ENSG00000275269	ENSG00000275269.4	Fc alpha receptor [Source:HGNC Symbol;Acc:HGNC:3608]	FCAR
ENSG00000290379	ENSG00000290379.1	novel transcript	
ENSG00000274556	ENSG00000274556.1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]	KIR3DL3
ENSG00000277603	ENSG00000277603.4	thyroid peroxidase [Source:HGNC Symbol;Acc:HGNC:12015]	TPO
ENSG00000278442	ENSG00000278442.4	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	KIR3DL2
ENSG00000278573	ENSG00000278573.1		
ENSG00000277196	ENSG00000277196.4	proline dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:9453]	PRODH
ENSG00000273498	ENSG00000273498.4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]	KIR2DL4
ENSG00000274912	ENSG00000274912.1	killer cell immunoglobulin like receptor, two Ig domains pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16344]	KIR2DP1
ENSG00000277750	ENSG00000277750.1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]	KIR2DL4
ENSG00000281496	ENSG00000281496.1	general transcription factor IIi (GTF2I) pseudogene	
ENSG00000276395	ENSG00000276395.1	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	KIR2DS4
ENSG00000276938	ENSG00000276938.3	family with sequence similarity 157 member A [Source:HGNC Symbol;Acc:HGNC:34079]	FAM157A
ENSG00000276310	ENSG00000276310.1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6329]	KIR2DL1
ENSG00000267237	ENSG00000267237.4	septin 14 (SEPT14) pseudogene	
ENSG00000277630	ENSG00000277630.4		
ENSG00000281577	ENSG00000281577.1	family with sequence similarity 166, member A (FAM166A) pseudogene	
ENSG00000267639	ENSG00000267639.3	capicua homolog (Drosophila) (CIC) pseudogene	
ENSG00000281503	ENSG00000281503.1	tubulin, beta 8 (TUBB8) pseudogene	
ENSG00000274706	ENSG00000274706.1	RNA, U6 small nuclear 821, pseudogene [Source:HGNC Symbol;Acc:HGNC:47784]	RNU6-821P
ENSG00000278747	ENSG00000278747.1	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	U6
ENSG00000281062	ENSG00000281062.3	FSHD region gene 2 family pseudogene	
ENSG00000290324	ENSG00000290324.1	novel transcript	
ENSG00000281617	ENSG00000281617.3	Ankyrin repeat domain 18A (ANKRD18A) pseudogene	
ENSG00000273794	ENSG00000273794.4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6329]	KIR2DL1
ENSG00000278758	ENSG00000278758.4	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	KIR3DL2
ENSG00000290333	ENSG00000290333.1	ankyrin repeat domain 18D, pseudogene [Source:HGNC Symbol;Acc:HGNC:28016]	ANKRD18DP
ENSG00000273929	ENSG00000273929.1	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	U6
ENSG00000281935	ENSG00000281935.1	dynein axonemal heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:2941]	DNAH10
ENSG00000278817	ENSG00000278817.1		
ENSG00000276017	ENSG00000276017.1		
ENSG00000275262	ENSG00000275262.4	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]	KIR3DL2
ENSG00000278793	ENSG00000278793.1	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	U6
ENSG00000276808	ENSG00000276808.1	killer cell immunoglobulin-like receptor family pseudogene	
ENSG00000278190	ENSG00000278190.1	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	U6
ENSG00000274786	ENSG00000274786.1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]	KIR3DL3
ENSG00000281351	ENSG00000281351.1	SDS3 homolog, SIN3A corepressor complex component pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44000]	SUDS3P1
ENSG00000280559	ENSG00000280559.1	novel transcript	
ENSG00000280647	ENSG00000280647.1	novel transcript	
ENSG00000274382	ENSG00000274382.2	PROP paired-like homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9455]	PROP1
ENSG00000262573	ENSG00000262573.2	keratin associated protein 9-2 [Source:HGNC Symbol;Acc:HGNC:16926]	KRTAP9-2
ENSG00000263115	ENSG00000263115.1	keratin associated protein 9-10, pseudogene [Source:HGNC Symbol;Acc:HGNC:34210]	KRTAP9-10P
ENSG00000282480	ENSG00000282480.1	novel transcript	
ENSG00000276465	ENSG00000276465.1	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]	KIR2DS4
ENSG00000262896	ENSG00000262896.2	keratin associated protein 9-4 [Source:HGNC Symbol;Acc:HGNC:18902]	KRTAP9-4
ENSG00000282766	ENSG00000282766.1	novel transcript	
ENSG00000275422	ENSG00000275422.1	KIR3DL3 killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 3 (KIR3DL3) pseudogene	
ENSG00000282103	ENSG00000282103.1	DLG associated protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:9228]	DLGAP2
ENSG00000263263	ENSG00000263263.1	keratin associated protein 9-6 [Source:HGNC Symbol;Acc:HGNC:18914]	KRTAP9-6
ENSG00000275914	ENSG00000275914.5	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6330]	KIR2DL2
ENSG00000262221	ENSG00000262221.1	keratin associated protein 9-7 [Source:HGNC Symbol;Acc:HGNC:18915]	KRTAP9-7
